Unnamed: 0,product_name,rating,skin_type,review,cleaned_review,id,label
70304,더랩바이블랑두 올리고 히알루론산 카밍 + 크림 (본품80ml+20ml 추가 증정),5,,동생이 추천해줘서 사용해봤는데 자극이없고 순해서 좋네요,동생이 추천해줘서 사용해봤는데 자극이없고 순해서 좋네요,14,4
9750,에스트라 아토베리어365 하이드로 수딩크림 60ml 기획 (+30ml 미니어처 증정),3,,"에스트라 에센스 구매하면서 증점품으로 미니사이즈로 받은 걸 써보니 가볍지도 않으면서 건조하지도 않고 저녁에 바르고 다음 날 아침까지도 푸석푸석한 느낌이 없어서 이번에 세일하는 김에 구매했어요!속건조를 채워주기 위해 여름철에 수분 잘 채워준다는 다양한 제품들 특히 '수딩'이 단어 들어간 제품들 정말 많이 써봤는데, 그 전까지 써 본 제품들은 너무 묽거나 피부에 스며들지않았었는데 이 크림은 진짜 좋아요여름에도 다른 분들 겨울에 바른다는 보습크림까지 발라줘야 다음 날 아침에 입주위도 트지않고 피부가 땡기지않는데,이 하이드로 수딩크림은 보습크림을 섞지 않고 단독으로만 발라도 충분해요.같이 온 샘플용량의 증정품을 받고 발라보니 '에스트라'라는 브랜드에 제 피부하고 잘 맞는 제품들이 꽤 있어서 좋은 브랜드를 찾은 것같아 아주 만족합니다!👍","에스트라 에센스 구매하면서 증점품으로 미니사이즈로 받은 걸 써보니 가볍지도 않으면서 건조하지도 않고 저녁에 바르고 다음 날 아침까지도 푸석푸석한 느낌이 없어서 이번에 세일하는 김에 구매했어요!속건조를 채워주기 위해 여름철에 수분 잘 채워준다는 다양한 제품들 특히 수딩이 단어 들어간 제품들 정말 많이 써봤는데, 그 전까지 써 본 제품들은 너무 묽거나 피부에 스며들지않았었는데 이 크림은 진짜 좋아요여름에도 다른 분들 겨울에 바른다는 보습크림까지 발라줘야 다음 날 아침에 입주위도 트지않고 피부가 땡기지않는데,이 하이드로 수딩크림은 보습크림을 섞지 않고 단독으로만 발라도 충분해요.같이 온 샘플용량의 증정품을 받고 발라보니 에스트라라는 브랜드에 제 피부하고 잘 맞는 제품들이 꽤 있어서 좋은 브랜드를 찾은 것같아 아주 만족합니다!",15,0
93048,비플레인 캐모마일 인텐스 보습 크림 (본품60ml+크림10ml+토너50ml 증정),5,,"보습크림이라서 가벼운 수분크림 정도로 생각했는데,실제로 발라보니 제형도 꽤 묵직하고, 발림성이 굉장히 부드러워서 겨울철에 쓰기 너무 좋은 제품인 것 같아요! 제형이 묵직한데, 전체적으로 너무 과하거나 번들거리지 않아 데이나 나이트용 두가지 다 사용할 수 있을 것 같아요. 전 피부가 지복합성인데 딱 맞는 제품 찾았네요!","보습크림이라서 가벼운 수분크림 정도로 생각했는데,실제로 발라보니 제형도 꽤 묵직하고, 발림성이 굉장히 부드러워서 겨울철에 쓰기 너무 좋은 제품인 것 같아요! 제형이 묵직한데, 전체적으로 너무 과하거나 번들거리지 않아 데이나 나이트용 두가지 다 사용할 수 있을 것 같아요. 전 피부가 지복합성인데 딱 맞는 제품 찾았네요!",16,0
103986,라로슈포제 시카플라스트밤B5 100ml 시카습관 기획 (+리피카 바디밀크 15ml + 메모지 증정),5,,건복합성피부입니다.코로나 + 미세먼지 + 극강의 속건조잡아주는 잇템이예요바를때 치약? 연고? 처럼 발리는 꾸덕함이있고백탁처럼 순간 흡수되지않는경향이 있는데스킨잘 흡수시킨뒤 시간차를 두고펴바르면 수면내내 보습효과 너무좋네요써본자만이 알듯.,건복합성피부입니다.코로나 미세먼지 극강의 속건조잡아주는 잇템이예요바를때 치약? 연고? 처럼 발리는 꾸덕함이있고백탁처럼 순간 흡수되지않는경향이 있는데스킨잘 흡수시킨뒤 시간차를 두고펴바르면 수면내내 보습효과 너무좋네요써본자만이 알듯.,17,0
61968,[한정기획] 리얼베리어 익스트림 크림 75ml 대용량,5,,"리얼베리어 익스트림 크림을 벌써 몇년째 쓰는지 모르겠어요. 다른 제품 사용했다가도 어느새 다시 익스트림 크림만을 찾게 됩니다. 그래서 항상 몇개씩 쟁이고 있는데 세일이라고 쿠폰을 주길래 그만 또 쟁이고 말았습니다만 후회는 없습니다. 어차피 금방금방 쓰거든요. 개인적으로 듬뿍듬뿍 쓰고 있습니다. 그런데도 전혀 기름지지 않고 촉촉함만 남는 신기한 크림이예요. 건성, 복합성, 지성은 겨울에만 사용하기를 추천하지만 모든 피부에 맞는 신기한 크림이예요. 이런 크림 또 없을거 같아요. 가격도 이렇게 원플러스원으로 주면 매우 저렴하기 때문에 부담도 없어서 좋고요. 민감성 피부에게도 추천합니다. 자극이 거의 없어요. 이 제품 바르면 진정되면서 붉은기가 없어져요. 항상 말하지만 매우 추천하는 크림입니다.","리얼베리어 익스트림 크림을 벌써 몇년째 쓰는지 모르겠어요. 다른 제품 사용했다가도 어느새 다시 익스트림 크림만을 찾게 됩니다. 그래서 항상 몇개씩 쟁이고 있는데 세일이라고 쿠폰을 주길래 그만 또 쟁이고 말았습니다만 후회는 없습니다. 어차피 금방금방 쓰거든요. 개인적으로 듬뿍듬뿍 쓰고 있습니다. 그런데도 전혀 기름지지 않고 촉촉함만 남는 신기한 크림이예요. 건성, 복합성, 지성은 겨울에만 사용하기를 추천하지만 모든 피부에 맞는 신기한 크림이예요. 이런 크림 또 없을거 같아요. 가격도 이렇게 원플러스원으로 주면 매우 저렴하기 때문에 부담도 없어서 좋고요. 민감성 피부에게도 추천합니다. 자극이 거의 없어요. 이 제품 바르면 진정되면서 붉은기가 없어져요. 항상 말하지만 매우 추천하는 크림입니다.",18,1
120243,[단독기획] 씨케이디 레티노콜라겐 저분자 300 집중크림 25ml기획(25ml+10ml),5,,엄마드릴려고 샀어요. 아직 큰 효과는 못봤지만 안바르면 불안한 느낌,엄마드릴려고 샀어요. 아직 큰 효과는 못봤지만 안바르면 불안한 느낌,19,4
103111,아벤느 시칼파트 플러스 S.O.S 크림 100ml,5,,두둑하게 바르고 자면 담날 진정효과 굿 한 열통째 사용중 ㅎ,두둑하게 바르고 자면 담날 진정효과 굿 한 열통째 사용중,20,1
41049,웰라쥬 리얼 시카카밍 95 크림 80ml,2,,순하고 자극이 없긴했지만 중성~지성 피부에는 오히려 트러블을 일으켜서 한번쓰고 못쓰고있어요 ㅜ,순하고 자극이 없긴했지만 중성지성 피부에는 오히려 트러블을 일으켜서 한번쓰고 못쓰고있어요,21,1
56847,리얼베리어 아쿠아 수딩 크림 50ml,5,,지성 피부 사계절 쓰기 괜찮을 거 같아요. 촉촉하고 산뜻하고 보습이 잘 되고 재구매할게요.,지성 피부 사계절 쓰기 괜찮을 거 같아요. 촉촉하고 산뜻하고 보습이 잘 되고 재구매할게요.,22,0
18308,바이오힐보 프로바이오덤 리프팅 크림 더블x마사지볼 기획 (50ml+50ml+마사지볼),5,,"🌿 올리브영 제 최애 브랜드 바이오힐보🌷 할머니가 주름 개선 기능성 성분이 있는 영양크림이 필요하다고 하셔서 생신 선물로 사드렸어요! 더블기획에 세일러 저렴하게 구매!🌿 제형은 바이오힐보 수분크림보다는 훨씬 꾸덕한 제형인데 끈적이진 않고 크림 타입이라 특히 건성피부이신 분들에게 추천드리고 아니면 건저한 가을 , 겨울에 모든 분들이 사용하기 좋을 것 같아요.🌿 향료 성분이 자극이 될 수 있어 별로 안 좋아하는데 아쉽게도 향료가 들어있어서 신경쓰시는 분들은 주의하셔야 될 것 같아요.🌿 미백, 주름개선과 리프팅 크림이라 탄력 개선에도 혀과가 있는 기능성 크림이라 나이가 있으신 분들이 사용하시면 좋을 것 같아요!","올리브영 제 최애 브랜드 바이오힐보 할머니가 주름 개선 기능성 성분이 있는 영양크림이 필요하다고 하셔서 생신 선물로 사드렸어요! 더블기획에 세일러 저렴하게 구매! 제형은 바이오힐보 수분크림보다는 훨씬 꾸덕한 제형인데 끈적이진 않고 크림 타입이라 특히 건성피부이신 분들에게 추천드리고 아니면 건저한 가을 , 겨울에 모든 분들이 사용하기 좋을 것 같아요. 향료 성분이 자극이 될 수 있어 별로 안 좋아하는데 아쉽게도 향료가 들어있어서 신경쓰시는 분들은 주의하셔야 될 것 같아요. 미백, 주름개선과 리프팅 크림이라 탄력 개선에도 혀과가 있는 기능성 크림이라 나이가 있으신 분들이 사용하시면 좋을 것 같아요!",23,0
38708,[단독기획] 구달 살구 콜라겐 탄력 크림 더블기획 (50ml+50ml),2,복합성,유튜브보고 샀는데 건조한 사람은 사지마세요.. 전 겨울만되면 건성처럼 건조해지는 복합성인데 이거 너무 건조해요ㅠ 느낌이나 질감이 다른 수분크림들처럼 젤같지도 않고 보습력이 있어보여서 산건데 아니에요.. 처음엔 괜찮지만 바르고 있음 자기전에 매말라버립니다ㅠ 그래서 계속 덧바르고 빨리 써버리려고 덕지덕지 엄청 발랐네요 이것때문에 유분기있는 앰플도 샀는데 건조해지는건 똑같더라구요 다른 수분크림으로 넘어오니까 살만하네요 남은 한통은 여름에 써야겠어요,유튜브보고 샀는데 건조한 사람은 사지마세요.. 전 겨울만되면 건성처럼 건조해지는 복합성인데 이거 너무 건조해요 느낌이나 질감이 다른 수분크림들처럼 젤같지도 않고 보습력이 있어보여서 산건데 아니에요.. 처음엔 괜찮지만 바르고 있음 자기전에 매말라버립니다 그래서 계속 덧바르고 빨리 써버리려고 덕지덕지 엄청 발랐네요 이것때문에 유분기있는 앰플도 샀는데 건조해지는건 똑같더라구요 다른 수분크림으로 넘어오니까 살만하네요 남은 한통은 여름에 써야겠어요,24,0
60117,아이디얼 포맨 시카수분크림 75ml,5,,전에 사용하던 수분크림이 없어서구매 해 보았는데괜찮네요,전에 사용하던 수분크림이 없어서구매 해 보았는데괜찮네요,25,0
75094,아벤느 똘레랑스 컨트롤 크림 40ml 기획,4,,"❤️제품 구입 계기      평소 피부가 굉장히  민감한 편이라       어떤걸 발라도 따갑더라구요 ㅠㅠ      순한제품을 찾다가  구입하게되었습니다❤️ 피부타입 및 제품 제형      굉장히 예민한 복합성 타입입니다      속건조가  심한편인데  로션처럼 가벼운 제형으로      발리며  단독으로발라도  건조한 느낌은  없어요      복합성 피부가 사용하기에 적절한것같아요❤️ 사용하면서  개선된부분,재구매 의사       일주일 정도  사용해보았는데 눈에띄게        좋아졌다  이건아니지만 따갑거나        뭐가 올라오지는  않았어요       뭘발라도  안맞아서  기초 유목민이나  다름이        없었기에 이정도면  선빵이러고  생각되어        한통을 다비우고도 무난하면  계속 쓸의향이있어요❤️ 같이 사용하기 좋은 조합        아벤느 젠틀 토닝 로션(토너)와  함께쓰는데       괜찮은거같아요❤️향      향이너무 쎄면 울렁거려서 안좋아하는데      제가 느끼기에 아무런 향이없어서  좋아요","제품 구입 계기 평소 피부가 굉장히 민감한 편이라 어떤걸 발라도 따갑더라구요 순한제품을 찾다가 구입하게되었습니다 피부타입 및 제품 제형 굉장히 예민한 복합성 타입입니다 속건조가 심한편인데 로션처럼 가벼운 제형으로 발리며 단독으로발라도 건조한 느낌은 없어요 복합성 피부가 사용하기에 적절한것같아요 사용하면서 개선된부분,재구매 의사 일주일 정도 사용해보았는데 눈에띄게 좋아졌다 이건아니지만 따갑거나 뭐가 올라오지는 않았어요 뭘발라도 안맞아서 기초 유목민이나 다름이 없었기에 이정도면 선빵이러고 생각되어 한통을 다비우고도 무난하면 계속 쓸의향이있어요 같이 사용하기 좋은 조합 아벤느 젠틀 토닝 로션토너와 함께쓰는데 괜찮은거같아요향 향이너무 쎄면 울렁거려서 안좋아하는데 제가 느끼기에 아무런 향이없어서 좋아요",26,3
66151,가히 엑스틴C밤,5,,기미때문에 사용했는데...효과를 더 받고싶어서 구입했어요~~~,기미때문에 사용했는데...효과를 더 받고싶어서 구입했어요,27,4
